85.8118d0 -33.2904d0 0.3232d0 text
85.8578d0 -33.287800000000004d0 0.3268d0 text
85.94850000000001d0 -33.2693d0 0.3192d0 text
85.981d0 -33.277d0 0.33930000000000005d0 text
86.3429d0 -33.1345d0 0.2577d0 text
87.6976d0 -32.6046d0 -0.0349d0 text
88.6608d0 -32.224399999999996d0 -0.23700000000000002d0 text
85.89139999999999d0 -33.379999999999995d0 0.32439999999999997d0 text
86.4209d0 -33.1878d0 0.1905d0 text
89.03790000000001d0 -32.1922d0 -0.356d0 text
85.9141d0 -33.4311d0 0.2916d0 text
85.9094d0 -33.445d0 0.2952d0 text
85.8992d0 -33.470499999999994d0 0.272d0 text
85.8886d0 -33.4915d0 0.2821d0 text
85.89d0 -33.5038d0 0.2893d0 text
86.7854d0 -33.226299999999995d0 0.1358d0 text
87.5492d0 -32.9785d0 -0.0181d0 text
85.7395d0 -33.0967d0 0.6306d0 text
85.7916d0 -33.0909d0 0.6298d0 text
85.8464d0 -33.1094d0 0.6257999999999999d0 text
85.7394d0 -33.2526d0 0.6518d0 text
85.8185d0 -33.2365d0 0.6553d0 text
85.9039d0 -33.2213d0 0.6546d0 text
85.9244d0 -33.1963d0 0.6521d0 text
85.866d0 -33.2571d0 0.6528d0 text
85.8625d0 -33.266600000000004d0 0.6604d0 text
86.0122d0 -33.2301d0 0.6399d0 text
86.1227d0 -33.2113d0 0.6333d0 text
86.19069999999999d0 -33.1868d0 0.6154999999999999d0 text
86.0934d0 -33.239000000000004d0 0.6215d0 text
85.9214d0 -33.4045d0 0.6577000000000001d0 text
85.9902d0 -33.4082d0 0.656d0 text
86.0076d0 -33.419399999999996d0 0.6424d0 text
86.7586d0 -33.171d0 0.5879d0 text
86.4864d0 -33.2817d0 0.6068d0 text
89.6516d0 -32.214d0 0.3284d0 text
85.9666d0 -33.500600000000006d0 0.6411d0 text
85.8853d0 -33.5288d0 0.9563999999999999d0 text
86.2264d0 -33.3896d0 0.9657000000000001d0 text
86.238d0 -33.3696d0 1.0199d0 text
86.2297d0 -33.3494d0 1.0089000000000001d0 text
85.7066d0 -33.5223d0 0.9464d0 text
85.8767d0 -33.4215d0 0.9674999999999999d0 text
85.82379999999999d0 -33.147d0 0.9499000000000001d0 text
85.8259d0 -33.134d0 0.9551000000000001d0 text
85.8336d0 -33.1082d0 0.9594999999999999d0 text
85.8652d0 -33.068599999999996d0 0.9319d0 text
85.7559d0 -33.097500000000004d0 0.9119d0 text
88.478d0 -31.324800000000003d0 1.1169d0 text
89.6108d0 -30.595499999999998d0 1.0121d0 text
87.7441d0 -31.7894d0 0.40959999999999996d0 text
87.2959d0 -32.0893d0 0.4405d0 text
89.8602d0 -30.4457d0 0.2414d0 text
86.4012d0 -32.6534d0 -0.3575d0 text
85.4945d0 -33.7205d0 0.101d0 text
87.0637d0 -33.2892d0 -0.3183d0 text
89.7377d0 -33.6822d0 -1.0814000000000001d0 text
86.41069999999999d0 -33.7086d0 0.3329d0 text
94.3165d0 -31.6991d0 -0.7853000000000001d0 text
84.511d0 -34.5994d0 0.8307d0 text
84.6124d0 -34.591899999999995d0 0.8194999999999999d0 text
84.90809999999999d0 -34.7196d0 0.5735d0 text
84.5759d0 -34.6436d0 0.3562d0 text
84.8727d0 -34.6904d0 0.309d0 text
85.0211d0 -34.771800000000006d0 0.2602d0 text
87.7945d0 -35.3534d0 1.7239999999999998d0 text
85.46470000000001d0 -34.7983d0 1.2726d0 text
84.5175d0 -34.5793d0 1.0142d0 text
85.1942d0 -34.7952d0 1.2d0 text
87.1143d0 -35.3966d0 1.8499d0 text
91.5465d0 -36.786d0 3.4332000000000003d0 text
84.9316d0 -34.5827d0 1.0250000000000001d0 text
84.8203d0 -34.5474d0 1.0049000000000001d0 text
84.92070000000001d0 -34.5589d0 1.0071d0 text
84.94930000000001d0 -34.5492d0 1.0056d0 text
84.9547d0 -34.536899999999996d0 1.0132d0 text
84.97240000000001d0 -34.5298d0 0.9822d0 text
84.9592d0 -34.5118d0 0.9754d0 text
84.6991d0 -34.5358d0 0.8420000000000001d0 text
84.7055d0 -34.5339d0 0.8104d0 text
86.4418d0 -34.8416d0 0.8652d0 text
85.0131d0 -34.557900000000004d0 0.8174000000000001d0 text
85.225d0 -34.5526d0 0.8234999999999999d0 text
85.26d0 -34.5416d0 0.8130999999999999d0 text
84.7064d0 -34.5405d0 0.6325d0 text
86.515d0 -34.8765d0 0.4365d0 text
87.56739999999999d0 -35.050399999999996d0 0.35100000000000003d0 text
85.6564d0 -34.676899999999996d0 0.543d0 text
85.0603d0 -34.565200000000004d0 0.6013000000000001d0 text
85.0716d0 -34.557d0 0.6106999999999999d0 text
85.3908d0 -34.6277d0 0.2772d0 text
85.1611d0 -34.4711d0 0.6237d0 text
85.3466d0 -34.4734d0 0.6129d0 text
85.1405d0 -34.477999999999994d0 0.5703d0 text
86.4554d0 -34.589999999999996d0 0.42760000000000004d0 text
85.8369d0 -34.564099999999996d0 0.0477d0 text
85.2807d0 -34.4816d0 0.2281d0 text
85.7507d0 -34.4194d0 0.0283d0 text
90.64710000000001d0 -33.7306d0 0.1313d0 text
90.9572d0 -33.8357d0 0.08109999999999999d0 text
84.1254d0 -33.244099999999996d0 -0.0686d0 text
82.199d0 -33.9131d0 0.41809999999999997d0 text
83.2535d0 -33.5008d0 0.1567d0 text
84.56099999999999d0 -32.9776d0 -0.2144d0 text
108.6011d0 -23.4302d0 -6.392399999999999d0 text
83.3883d0 -33.3355d0 0.1203d0 text
84.492d0 -32.8578d0 -0.1702d0 text
82.622d0 -33.631499999999996d0 0.30219999999999997d0 text
82.92819999999999d0 -33.490199999999994d0 0.22629999999999997d0 text
83.5257d0 -33.1955d0 0.0729d0 text
84.04700000000001d0 -32.9502d0 -0.053200000000000004d0 text
84.20530000000001d0 -33.2219d0 0.0767d0 text
81.8066d0 -34.0555d0 0.5536d0 text
84.4739d0 -33.0592d0 -0.0134d0 text
84.5751d0 -32.9877d0 0.0582d0 text
84.6711d0 -32.9048d0 -0.029599999999999998d0 text
82.0569d0 -33.9179d0 0.5123d0 text
84.2038d0 -33.0198d0 0.0947d0 text
81.8204d0 -33.993d0 0.5543d0 text
84.8911d0 -32.649899999999995d0 -0.053d0 text
82.9209d0 -33.3979d0 0.1674d0 text
83.9809d0 -32.8551d0 -0.1721d0 text
82.39999999999999d0 -33.6205d0 0.2995d0 text
82.1233d0 -33.7549d0 0.38029999999999997d0 text
82.4882d0 -33.555800000000005d0 0.2708d0 text
81.8004d0 -33.8979d0 0.4598d0 text
83.3912d0 -33.0473d0 0.029799999999999997d0 text
103.32820000000001d0 -23.23d0 -4.6176d0 text
81.8968d0 -33.862700000000004d0 0.506d0 text
83.3879d0 -33.0683d0 0.15430000000000002d0 text
83.3553d0 -33.0454d0 0.156d0 text
82.53960000000001d0 -33.4752d0 0.36150000000000004d0 text
83.3148d0 -33.050000000000004d0 0.2012d0 text
83.35090000000001d0 -33.0387d0 0.1601d0 text
83.11309999999999d0 -33.083800000000004d0 0.2198d0 text
84.5754d0 -32.5508d0 0.0368d0 text
96.524d0 -26.458399999999997d0 -2.4168d0 text
90.7011d0 -29.3923d0 -1.1616d0 text
81.85719999999999d0 -33.883799999999994d0 0.5583d0 text
83.3382d0 -33.0738d0 0.2663d0 text
83.3311d0 -33.0542d0 0.2708d0 text
83.3258d0 -33.042899999999996d0 0.2845d0 text
83.33850000000001d0 -33.0121d0 0.2939d0 text
83.23819999999999d0 -33.0428d0 0.3045d0 text
83.2301d0 -33.03d0 0.3069d0 text
86.72569999999999d0 -30.971d0 -0.3534d0 text
86.9213d0 -30.849700000000002d0 -0.3657d0 text
83.59689999999999d0 -32.881899999999995d0 0.3559d0 text
83.953d0 -32.6595d0 0.303d0 text
83.8822d0 -32.6633d0 0.3191d0 text
87.02459999999999d0 -30.7971d0 -0.1156d0 text
83.8081d0 -32.7134d0 0.322d0 text
82.4245d0 -33.7837d0 0.5468999999999999d0 text
84.9205d0 -32.833d0 0.2079d0 text
84.9447d0 -32.845200000000006d0 0.2193d0 text
84.9375d0 -32.844699999999996d0 0.2009d0 text
84.77369999999999d0 -32.984d0 0.2241d0 text
83.758d0 -33.2203d0 0.36879999999999996d0 text
83.68679999999999d0 -33.2279d0 0.3608d0 text
83.6778d0 -33.1964d0 0.3703d0 text
83.6104d0 -33.1971d0 0.3739d0 text
83.54979999999999d0 -33.190799999999996d0 0.38739999999999997d0 text
83.5755d0 -33.161d0 0.3832d0 text
85.1168d0 -32.6748d0 0.4476d0 text
85.2436d0 -32.6724d0 0.422d0 text
85.2224d0 -32.6882d0 0.45380000000000004d0 text
85.1364d0 -32.7277d0 0.4602d0 text
84.9766d0 -32.8158d0 0.461d0 text
84.91109999999999d0 -32.8716d0 0.47159999999999996d0 text
84.91109999999999d0 -32.8799d0 0.4672d0 text
84.9072d0 -32.9199d0 0.4658d0 text
84.9332d0 -32.931d0 0.4769d0 text
84.6267d0 -33.0797d0 0.4795d0 text
86.37169999999999d0 -32.508199999999995d0 0.3569d0 text
84.941d0 -32.967400000000005d0 0.8167000000000001d0 text
84.9594d0 -32.917699999999996d0 0.8103000000000001d0 text
84.9128d0 -32.9058d0 0.8213d0 text
84.9395d0 -32.8484d0 0.8227d0 text
84.8562d0 -32.7853d0 0.7987d0 text
83.5178d0 -33.26d0 0.8268d0 text
83.6801d0 -33.1431d0 0.788d0 text
82.3766d0 -33.8827d0 0.28900000000000003d0 text
82.24329999999999d0 -33.9053d0 0.3374d0 text
84.4458d0 -33.0685d0 -0.31d0 text
110.4484d0 -22.9086d0 -7.820399999999999d0 text
84.3805d0 -33.0816d0 -0.27399999999999997d0 text
84.0123d0 -33.2318d0 -0.1725d0 text
82.3836d0 -33.781299999999995d0 0.2846d0 text
82.7856d0 -33.5947d0 0.16720000000000002d0 text
83.0971d0 -33.3766d0 0.0935d0 text
83.0813d0 -33.3741d0 0.09920000000000001d0 text
84.3122d0 -32.865d0 -0.25880000000000003d0 text
81.955d0 -34.714099999999995d0 0.45180000000000003d0 text
82.2508d0 -34.8172d0 0.35769999999999996d0 text
81.96170000000001d0 -34.746d0 0.44530000000000003d0 text
81.9646d0 -34.7116d0 0.4616d0 text
83.2497d0 -35.0556d0 0.13849999999999998d0 text
82.3861d0 -34.7907d0 0.3727d0 text
84.4919d0 -35.3937d0 -0.1729d0 text
84.1372d0 -35.221599999999995d0 -0.07519999999999999d0 text
81.805d0 -34.6982d0 0.6612d0 text
81.8226d0 -34.6916d0 0.6664d0 text
83.1049d0 -35.0533d0 0.5446000000000001d0 text
82.053d0 -34.7308d0 0.6629999999999999d0 text
82.1653d0 -34.7333d0 0.6257999999999999d0 text
82.2916d0 -34.7433d0 0.6163d0 text
82.1729d0 -34.7233d0 0.6358d0 text
82.149d0 -34.733399999999996d0 0.6276d0 text
82.2261d0 -34.7318d0 0.8251d0 text
82.324d0 -34.7685d0 0.8351000000000001d0 text
82.6172d0 -34.8768d0 0.8420000000000001d0 text
82.1124d0 -34.7341d0 0.8418d0 text
81.8954d0 -34.7098d0 0.8449d0 text
81.803d0 -34.6968d0 0.8356d0 text
82.0838d0 -34.7789d0 0.8746999999999999d0 text
81.8019d0 -34.6989d0 0.8499d0 text
81.8162d0 -34.701d0 1.0165d0 text
82.2263d0 -34.813d0 1.1386d0 text
82.0488d0 -34.740700000000004d0 1.0518d0 text
82.17259999999999d0 -34.760400000000004d0 1.0578d0 text
82.166d0 -34.7421d0 1.0363d0 text
82.2614d0 -34.7541d0 1.0597d0 text
82.3089d0 -34.7664d0 1.0667d0 text
82.2697d0 -34.7327d0 1.0523d0 text
82.2573d0 -34.7364d0 1.0585d0 text
55.2312d0 -28.039199999999997d0 0.4263d0 text
53.5204d0 -30.6464d0 0.4542d0 text
54.995799999999996d0 -24.804499999999997d0 -0.18710000000000002d0 text
54.933d0 -25.026799999999998d0 -0.0774d0 text
55.1265d0 -24.357699999999998d0 0.2808d0 text
55.1014d0 -24.448700000000002d0 0.41000000000000003d0 text
55.89190000000001d0 -23.947499999999998d0 0.3507d0 text
56.55050000000001d0 -22.872799999999998d0 -1.3975d0 text
56.4382d0 -7.1439d0 0.6444d0 text
55.093d0 -7.4394d0 0.1594d0 text
56.445299999999996d0 -7.1538d0 0.7257d0 text
-3.0685000000000002d0 0.8819d0 0.2636d0 text
-0.8162d0 1.3552d0 -0.2762d0 text
-2.5581d0 0.8937d0 0.1343d0 text
-2.4218d0 0.8391d0 0.3353d0 text
-4.662d0 0.0687d0 0.3891d0 text
34.0257d0 1.0599d0 0.2572d0 text
32.0653d0 1.4597d0 0.5859d0 text
33.6476d0 0.3747d0 0.3416d0 text
32.8724d0 0.2356d0 0.3394d0 text
33.2523d0 -0.016300000000000002d0 0.3579d0 text
28.3346d0 -1.2901d0 0.3839d0 text
15.912899999999999d0 -9.0304d0 -2.6203d0 text
33.0634d0 -0.4468d0 0.3163d0 text
31.256600000000002d0 0.4032d0 0.3629d0 text
36.9616d0 0.8750000000000001d0 0.2774d0 text
35.9525d0 -0.2346d0 0.3039d0 text
31.9608d0 -0.7229d0 0.2852d0 text
30.847599999999996d0 -0.8416d0 0.5517d0 text
35.436d0 -0.7352d0 0.3155d0 text
33.2021d0 -1.4687999999999999d0 0.4359d0 text
31.47d0 0.9726999999999999d0 0.34099999999999997d0 text
34.8932d0 0.3424d0 0.3201d0 text
35.1866d0 -0.05689999999999999d0 0.31029999999999996d0 text
39.3134d0 0.0134d0 0.30019999999999997d0 text
39.1001d0 0.0275d0 0.3019d0 text
39.6339d0 -0.0271d0 0.29410000000000003d0 text
39.7156d0 0.10740000000000001d0 0.2867d0 text
39.6325d0 0.1828d0 0.2913d0 text
39.713100000000004d0 0.1996d0 0.2856d0 text
39.7951d0 0.23579999999999998d0 0.3691d0 text
39.2978d0 0.3498d0 0.4237d0 text
39.256299999999996d0 0.2804d0 0.4979d0 text
39.4582d0 0.1835d0 0.317d0 text
39.333600000000004d0 0.1781d0 0.30119999999999997d0 text
22.0103d0 3.594d0 -1.1904d0 text
39.893299999999996d0 0.1832d0 0.3471d0 text
39.2318d0 -0.12d0 0.3026d0 text
42.36d0 0.1424d0 0.3053d0 text
42.3663d0 0.0757d0 0.3013d0 text
37.8268d0 -4.9907d0 -0.7203d0 text
39.9723d0 -3.5709d0 -0.3704d0 text
44.6162d0 -1.1473d0 0.8442d0 text
46.8561d0 0.34390000000000004d0 -5.d-4 text
47.178399999999996d0 0.2976d0 0.27799999999999997d0 text
47.2727d0 0.26189999999999997d0 0.5294d0 text
49.5418d0 0.6672d0 0.3034d0 text
45.9608d0 -2.965d0 -1.2007999999999999d0 text
49.560500000000005d0 -1.1253000000000002d0 -0.0352d0 text
45.8133d0 -3.2253999999999996d0 -1.2311d0 text
49.120200000000004d0 -1.4177d0 0.1751d0 text
49.397999999999996d0 0.1835d0 0.0409d0 text
41.393299999999996d0 -2.7552d0 -3.5869999999999997d0 text
44.1663d0 -2.2992d0 -1.8960000000000001d0 text
50.7901d0 -0.724d0 0.026400000000000003d0 text
46.035199999999996d0 -1.7229d0 -0.6507d0 text
50.5783d0 -0.7658d0 -0.23310000000000003d0 text
50.4358d0 -1.5241d0 -0.6336999999999999d0 text
53.762d0 0.21120000000000003d0 -0.030899999999999997d0 text
63.53450000000001d0 0.0455d0 0.2791d0 text
64.699d0 -1.2056d0 -0.1701d0 text
65.37809999999999d0 -1.1483d0 -0.0867d0 text
68.62859999999999d0 -0.9051d0 0.2843d0 text
67.6995d0 -1.389d0 0.047d0 text
30.061500000000002d0 -13.661599999999998d0 -8.2041d0 text
69.1671d0 -0.6917000000000001d0 0.542d0 text
66.6634d0 -1.4768d0 0.1681d0 text
68.9443d0 -0.7456d0 0.4767d0 text
73.25150000000001d0 0.028499999999999998d0 0.2052d0 text
72.46470000000001d0 -1.2866d0 -0.1331d0 text
73.2123d0 -0.9865d0 0.17520000000000002d0 text
73.29679999999999d0 0.011000000000000001d0 0.44209999999999994d0 text
76.3072d0 -1.1202999999999999d0 0.0736d0 text
76.4235d0 -1.0248d0 0.25279999999999997d0 text
76.415d0 -1.0132999999999999d0 0.1193d0 text
74.043d0 -0.4999d0 -0.0212d0 text
68.56360000000001d0 -1.0623d0 -0.4684d0 text
80.6713d0 -0.44289999999999996d0 0.0103d0 text
80.7577d0 -0.5617d0 0.048799999999999996d0 text
82.3512d0 -0.029500000000000002d0 0.4579d0 text
84.2572d0 0.8823d0 0.1331d0 text
74.38940000000001d0 4.301399999999999d0 -3.2767999999999997d0 text
89.5849d0 0.5852d0 0.2934d0 text
88.5015d0 0.7851d0 0.29710000000000003d0 text
93.01d0 0.4612d0 0.3522d0 text
89.0455d0 -0.8331d0 -0.8198000000000001d0 text
101.5242d0 0.0089d0 0.6101d0 text
101.26219999999999d0 -0.1062d0 0.6447999999999999d0 text
100.93339999999999d0 -2.9415d0 0.4043d0 text
100.94590000000001d0 -2.8781999999999996d0 0.0874d0 text
100.9853d0 -3.3872d0 -0.5164d0 text
100.90520000000001d0 -1.0767d0 0.1095d0 text
101.1182d0 4.8239d0 0.375d0 text
100.76780000000001d0 6.2192d0 0.1382d0 text
100.463d0 6.343699999999999d0 0.39430000000000004d0 text
101.19460000000001d0 5.3864d0 -0.2457d0 text
100.9038d0 12.979d0 0.4352d0 text
100.9067d0 12.7183d0 0.318d0 text
100.86900000000001d0 12.2816d0 0.3623d0 text
103.6564d0 5.6284d0 -2.2087d0 text
101.8443d0 10.2079d0 -0.5655d0 text
106.07549999999999d0 -0.293d0 -5.3953d0 text
101.80499999999999d0 15.254100000000001d0 0.3827d0 text
102.11049999999999d0 12.1158d0 -0.3629d0 text
101.8934d0 16.087699999999998d0 -0.10490000000000001d0 text
100.89600000000002d0 18.124499999999998d0 0.3741d0 text
102.0323d0 20.4712d0 -0.3291d0 text
100.81020000000001d0 27.0938d0 0.48250000000000004d0 text
97.5203d0 26.9345d0 0.2953d0 text
98.2518d0 27.451900000000002d0 0.26689999999999997d0 text
90.9528d0 27.292899999999996d0 0.21549999999999997d0 text
91.706d0 27.2628d0 -0.01d0 text
92.0041d0 27.2839d0 -0.013d0 text
92.0609d0 27.314899999999998d0 -0.2293d0 text
97.4266d0 29.2617d0 -2.6271d0 text
88.10470000000001d0 27.258399999999998d0 0.1352d0 text
87.9723d0 27.2399d0 0.3552d0 text
86.753d0 26.4773d0 0.34090000000000004d0 text
86.839d0 26.070700000000002d0 -0.48d0 text
86.0598d0 25.874999999999996d0 -0.0658d0 text
85.7168d0 26.0618d0 0.3656d0 text
88.2173d0 27.8178d0 -1.1446d0 text
87.9787d0 27.3632d0 -0.7955d0 text
76.79310000000001d0 26.1685d0 0.11249999999999999d0 text
73.428d0 26.161099999999998d0 0.3323d0 text
75.381d0 25.927899999999998d0 -0.2194d0 text
76.2037d0 25.7328d0 -0.1989d0 text
